tags,description.sold_price,description.baths,description.garage,description.stories,description.beds,description.type,location.address.postal_code,location.address.coordinate.lon,location.address.coordinate.lat,location.address.city,location.address.state_code,property.sqft,property_age
"['central_air', 'corner_lot', 'forced_air', 'laundry_room', 'basement', 'garage_1_or_more', 'garage_2_or_more', 'two_or_more_stories', 'rental_property', 'handicap_access']",235000.0,2.0,2.0,0.0,0.0,multi_family,50317,-93.543662,41.618549,Des Moines,IA,12589.0,47.0
"['carport', 'central_air', 'dishwasher', 'family_room', 'forced_air', 'hardwood_floors', 'washer_dryer', 'basement', 'garage_1_or_more', 'fenced_yard', 'new_roof']",160000.0,1.0,0.0,0.0,2.0,single_family,50310,-93.651547,41.620712,Des Moines,IA,13852.0,84.0
"['central_air', 'community_outdoor_space', 'dishwasher', 'family_room', 'forced_air', 'hardwood_floors', 'washer_dryer', 'basement', 'garage_1_or_more', 'fenced_yard', 'farm', 'ranch', 'new_roof', 'shopping']",212000.0,2.0,1.0,0.0,2.0,single_family,50310,-93.672193,41.628171,Des Moines,IA,7405.0,72.0
"['dishwasher', 'family_room', 'hardwood_floors', 'basement', 'garage_1_or_more', 'garage_2_or_more', 'corner_lot', 'farm', 'ranch']",197000.0,3.0,2.0,0.0,3.0,single_family,50316,-93.59368,41.615228,Des Moines,IA,11021.0,65.0
"['central_air', 'community_outdoor_space', 'dishwasher', 'family_room', 'forced_air', 'washer_dryer', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'updated_kitchen', 'fenced_yard', 'big_lot', 'new_roof', 'groundscare']",234000.0,2.0,0.0,2.0,3.0,single_family,50315,-93.618449,41.559592,Des Moines,IA,15028.0,47.0
"['central_air', 'community_outdoor_space', 'dishwasher', 'forced_air', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'updated_kitchen', 'fenced_yard', 'big_lot']",240000.0,2.0,2.0,2.0,3.0,single_family,50320,-93.585129,41.55232,Des Moines,IA,14375.0,50.0
"['carport', 'community_outdoor_space', 'family_room', 'fireplace', 'forced_air', 'hardwood_floors', 'washer_dryer', 'basement', 'farm', 'ranch']",114000.0,2.0,0.0,0.0,4.0,single_family,50315,-93.602886,41.548346,Des Moines,IA,8843.0,74.0
"['central_air', 'community_outdoor_space', 'dishwasher', 'family_room', 'fireplace', 'forced_air', 'laundry_room', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'ensuite', 'park', 'shopping']",280000.0,3.0,2.0,2.0,3.0,single_family,50317,-93.509305,41.625203,Des Moines,IA,6142.0,25.0
"['rental_property', 'big_lot', 'farm']",2016000.0,0.0,0.0,0.0,4.0,land,50036,-93.62137,41.608503,Boone,IA,304049.0,53.0
"['central_air', 'community_outdoor_space', 'dishwasher', 'family_room', 'fireplace', 'forced_air', 'hardwood_floors', 'basement', 'garage_1_or_more', 'garage_2_or_more']",232000.0,2.0,2.0,0.0,3.0,single_family,50322,-93.700502,41.612108,Des Moines,IA,7013.0,75.0
"['community_outdoor_space', 'disability_features', 'family_room', 'laundry_room', 'basement', 'single_story', 'big_yard', 'fenced_yard', 'front_porch', 'farm', 'ranch', 'groundscare']",335000.0,1.0,0.0,0.0,2.0,single_family,50317,-93.575457,41.610313,Des Moines,IA,6882.0,114.0
"['basement', 'central_air', 'community_outdoor_space', 'dishwasher', 'family_room', 'fireplace', 'forced_air', 'garage_1_or_more', 'garage_2_or_more', 'garage_3_or_more']",379990.0,3.0,3.0,0.0,4.0,single_family,50317,-93.515506,41.621516,Des Moines,IA,9714.0,3.0
"['central_air', 'community_outdoor_space', 'dishwasher', 'family_room', 'forced_air', 'hardwood_floors', 'laundry_room', 'washer_dryer', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'updated_kitchen', 'fenced_yard', 'library']",245000.0,2.0,2.0,2.0,3.0,single_family,50311,-93.694593,41.60583,Des Moines,IA,6621.0,85.0
"['central_air', 'community_outdoor_space', 'dishwasher', 'family_room', 'forced_air', 'laundry_room', 'washer_dryer', 'basement', 'updated_kitchen', 'new_roof']",172900.0,1.0,0.0,0.0,2.0,single_family,50313,-93.632297,41.629134,Des Moines,IA,5401.0,104.0
"['central_air', 'community_outdoor_space', 'corner_lot', 'forced_air', 'basement', 'wrap_around_porch', 'farm', 'ranch', 'fixer_upper']",145000.0,1.0,0.0,0.0,3.0,single_family,50317,-93.568422,41.640108,Des Moines,IA,13068.0,64.0
['big_lot'],310000.0,0.0,0.0,0.0,4.0,land,50036,-93.62137,41.608503,Boone,IA,1350360.0,53.0
"['rental_property', 'big_lot', 'farm']",2016000.0,0.0,0.0,0.0,4.0,land,50036,-93.62137,41.608503,Boone,IA,6969600.0,53.0
"['central_air', 'community_outdoor_space', 'dishwasher', 'forced_air', 'hardwood_floors', 'washer_dryer', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'new_roof']",335000.0,2.0,1.0,2.0,3.0,single_family,50312,-93.6923,41.583941,Des Moines,IA,9583.0,79.0
"['central_air', 'den_or_office', 'dishwasher', 'lake_view', 'recreation_facilities', 'view', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'outbuilding', 'pond', 'new_roof']",512000.0,2.0,0.0,2.0,4.0,single_family,62702,-89.65223509090909,39.76779086363637,Springfield,IL,443441.0,28.0
"['community_outdoor_space', 'dishwasher', 'fireplace', 'forced_air', 'hardwood_floors', 'washer_dryer', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'farm', 'ranch']",240000.0,2.0,2.0,1.0,3.0,single_family,62712,-89.639238,39.681726,Springfield,IL,11238.0,39.0
"['central_air', 'family_room', 'laundry_room', 'basement', 'single_story', 'garage_1_or_more']",155000.0,2.0,1.0,1.0,3.0,single_family,62702,-89.612462,39.827903,Springfield,IL,5968.0,51.0
"['central_air', 'forced_air', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'floor_plan', 'fixer_upper']",42900.0,3.0,2.0,2.0,3.0,townhomes,62703,-89.636826,39.718815,Springfield,IL,1532.0,51.0
"['central_air', 'washer_dryer', 'basement', 'two_or_more_stories', 'front_porch', 'efficient']",42000.0,2.0,0.0,2.0,2.0,single_family,62703,-89.644472,39.772564,Springfield,IL,4033.0,105.0
"['central_air', 'community_outdoor_space', 'dishwasher', 'fireplace', 'forced_air', 'laundry_room', 'washer_dryer', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'fenced_yard', 'cathedral_ceiling', 'master_suite', 'lake', 'hoa']",214000.0,2.0,2.0,1.0,3.0,single_family,62712,-89.586271,39.752428,Springfield,IL,6534.0,20.0
"['cul_de_sac', 'two_or_more_stories']",3800.0,0.0,0.0,0.0,4.0,land,62703,-89.627975,39.771624,Springfield,IL,6316.0,51.0
"['central_air', 'community_outdoor_space', 'fireplace', 'forced_air', 'laundry_room', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'garage_3_or_more', 'modern_kitchen', 'large_kitchen', 'big_yard', 'fenced_yard', 'farm', 'ranch', 'pond']",300000.0,2.0,3.0,1.0,3.0,single_family,62712,-89.65223509090909,39.76779086363637,Springfield,IL,14810.0,22.0
['single_story'],4500.0,0.0,0.0,0.0,4.0,land,62703,-89.646568,39.781624,Springfield,IL,6098.0,51.0
"['central_air', 'community_outdoor_space', 'dishwasher', 'fireplace', 'forced_air', 'laundry_room', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'corner_lot']",250000.0,2.0,2.0,1.0,3.0,single_family,62712,-89.632644,39.705491,Springfield,IL,14810.0,30.0
"['central_air', 'forced_air', 'hardwood_floors', 'washer_dryer', 'basement', 'single_story']",94500.0,1.0,0.0,1.0,2.0,single_family,62703,-89.648138,39.771068,Springfield,IL,5663.0,102.0
"['basement', 'single_story']",20700.0,1.0,0.0,1.0,3.0,single_family,62704,-89.657237,39.791673,Springfield,IL,5189.0,105.0
"['central_air', 'fireplace', 'forced_air', 'single_story', 'updated_kitchen', 'fenced_yard', 'park']",127000.0,1.0,0.0,1.0,2.0,single_family,46218,-86.110509,39.80749,Indianapolis,IN,4704.0,75.0
"['central_air', 'community_spa_or_hot_tub', 'fireplace', 'hardwood_floors', 'recreation_facilities', 'basement', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'shopping', 'fixer_upper']",231650.0,1.0,2.0,1.0,2.0,single_family,46220,-86.129697,39.858092,Indianapolis,IN,6534.0,69.0
"['central_air', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'community_swimming_pool', 'master_bedroom', 'tennis_court', 'playground', 'tennis', 'maintenance', 'shopping']",140000.0,2.0,2.0,2.0,3.0,condos,46254,-86.245264,39.861332,Indianapolis,IN,6970.0,52.0
"['central_air', 'community_golf', 'community_spa_or_hot_tub', 'dining_room', 'fireplace', 'forced_air', 'golf_course_view', 'recreation_facilities', 'view', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'high_ceiling', 'cathedral_ceiling', 'master_bedroom', 'ensuite', 'farm', 'ranch', 'clubhouse', 'golf_course']",269000.0,2.0,2.0,1.0,3.0,single_family,46229,-85.976031,39.794741,Indianapolis,IN,7405.0,32.0
"['central_air', 'dining_room', 'fireplace', 'forced_air', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'community_swimming_pool', 'big_yard', 'fenced_yard', 'clubhouse']",315000.0,3.0,2.0,2.0,3.0,single_family,46234,-86.346314,39.846078,Indianapolis,IN,15246.0,21.0
"['central_air', 'community_security_features', 'dining_room', 'fireplace', 'forced_air', 'hardwood_floors', 'lake_view', 'view', 'water_view', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'waterfront', 'modern_kitchen', 'outdoor_kitchen', 'big_yard', 'cathedral_ceiling', 'master_bedroom', 'ensuite', 'pond', 'views']",385000.0,2.0,2.0,2.0,3.0,single_family,46239,-85.955319,39.75633,Indianapolis,IN,25265.0,22.0
"['central_air', 'community_spa_or_hot_tub', 'dining_room', 'fireplace', 'lake_view', 'recreation_facilities', 'view', 'water_view', 'two_or_more_stories', 'garage_1_or_more', 'waterfront', 'vaulted_ceiling', 'pond', 'shopping']",161500.0,2.0,1.0,2.0,2.0,condos,46214,-86.286387,39.816283,Indianapolis,IN,2614.0,39.0
"['city_view', 'community_park', 'community_spa_or_hot_tub', 'den_or_office', 'dining_room', 'fireplace', 'forced_air', 'recreation_facilities', 'view', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'big_yard', 'media_room', 'ensuite', 'park', 'golf_course', 'trails', 'shopping']",310000.0,3.0,2.0,2.0,4.0,single_family,46229,-85.971933,39.766487,Indianapolis,IN,10890.0,22.0
"['central_air', 'fireplace', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more']",220000.0,3.0,2.0,2.0,3.0,single_family,46221,-86.265719,39.661575,Indianapolis,IN,9583.0,24.0
"['basement', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'fixer_upper']",75000.0,1.0,2.0,2.0,2.0,single_family,46218,-86.115265,39.791472,Indianapolis,IN,6970.0,71.0
"['central_air', 'city_view', 'community_spa_or_hot_tub', 'dining_room', 'energy_efficient', 'fireplace', 'forced_air', 'recreation_facilities', 'view', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'floor_plan', 'ensuite']",220000.0,2.0,2.0,1.0,3.0,single_family,46235,-85.96598,39.861372,Indianapolis,IN,6970.0,18.0
"['central_air', 'community_spa_or_hot_tub', 'dining_room', 'family_room', 'fireplace', 'forced_air', 'golf_course_view', 'recreation_facilities', 'view', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'modern_kitchen', 'large_kitchen', 'big_yard', 'high_ceiling', 'master_bedroom', 'golf_course']",330000.0,4.0,2.0,2.0,4.0,single_family,46228,-86.220686,39.860082,Indianapolis,IN,10890.0,32.0
"['central_air', 'community_spa_or_hot_tub', 'dining_room', 'family_room', 'forced_air', 'recreation_facilities', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'kitchen_island', 'new_roof', 'park', 'shopping']",325000.0,3.0,2.0,2.0,3.0,single_family,46231,-86.327823,39.736368,Indianapolis,IN,13068.0,22.0
"['central_air', 'dining_room', 'forced_air', 'two_or_more_stories']",69000.0,1.0,0.0,2.0,2.0,condos,46229,-85.988918,39.806379,Indianapolis,IN,1012.0,52.0
"['central_air', 'community_park', 'den_or_office', 'dining_room', 'forced_air', 'recreation_facilities', 'view', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'fenced_yard', 'golf_course', 'views']",281000.0,3.0,2.0,2.0,3.0,single_family,46217,-86.215861,39.658421,Indianapolis,IN,11326.0,20.0
"['single_story', 'garage_1_or_more']",85000.0,2.0,1.0,1.0,2.0,single_family,46241,-86.252313,39.750198,Indianapolis,IN,7405.0,105.0
"['central_air', 'forced_air', 'basement', 'single_story', 'rental_property']",100000.0,1.0,0.0,1.0,3.0,single_family,46218,-86.109341,39.808644,Indianapolis,IN,4704.0,100.0
"['basement', 'central_air', 'forced_air', 'garage_1_or_more', 'single_story']",261000.0,1.0,1.0,1.0,3.0,single_family,46220,-86.125892,39.873511,Indianapolis,IN,12197.0,75.0
"['central_air', 'fireplace', 'forced_air', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more']",323000.0,3.0,2.0,2.0,3.0,condos,46239,-85.996483,39.700359,Indianapolis,IN,2119.0,3.0
"['central_air', 'forced_air', 'basement', 'single_story', 'front_porch']",92500.0,1.0,0.0,1.0,2.0,single_family,46218,-86.109336,39.808356,Indianapolis,IN,4792.0,101.0
"['central_air', 'community_spa_or_hot_tub', 'dining_room', 'recreation_facilities', 'basement', 'single_story', 'fenced_yard', 'front_porch', 'rental_property', 'park', 'groundscare']",160000.0,1.0,0.0,1.0,2.0,single_family,46241,-86.256974,39.746846,Indianapolis,IN,6534.0,105.0
"['central_air', 'fireplace', 'hardwood_floors', 'laundry_room', 'basement', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'granite_kitchen', 'fenced_yard', 'cathedral_ceiling', 'master_bedroom', 'master_suite']",421000.0,4.0,2.0,1.0,3.0,single_family,46227,-86.154231,39.672308,Indianapolis,IN,15682.0,32.0
"['central_air', 'forced_air', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more']",360000.0,3.0,2.0,2.0,4.0,single_family,46239,-86.026437,39.701857,Indianapolis,IN,13068.0,4.0
"['central_air', 'fireplace', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'big_yard', 'fenced_yard', 'trails', 'shopping']",280000.0,1.0,2.0,1.0,2.0,single_family,46220,-86.136494,39.852632,Indianapolis,IN,8960.0,77.0
"['central_air', 'city_view', 'dining_room', 'energy_efficient', 'forced_air', 'view', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'no_hoa', 'big_lot', 'farm', 'ranch']",218829.0,2.0,2.0,1.0,3.0,single_family,46214,-86.280659,39.76944,Indianapolis,IN,15246.0,66.0
"['central_air', 'forced_air', 'basement', 'two_or_more_stories']",143500.0,2.0,0.0,2.0,3.0,single_family,46208,-86.182654,39.812634,Indianapolis,IN,2178.0,105.0
"['central_air', 'city_view', 'community_spa_or_hot_tub', 'energy_efficient', 'fireplace', 'forced_air', 'recreation_facilities', 'view', 'single_story', 'garage_1_or_more', 'updated_kitchen', 'fenced_yard', 'floor_plan', 'rental_property', 'open_house']",165900.0,1.0,1.0,1.0,3.0,single_family,46224,-86.262104,39.818395,Indianapolis,IN,6534.0,63.0
"['central_air', 'dining_room', 'family_room', 'fireplace', 'forced_air', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more']",530000.0,4.0,2.0,2.0,3.0,single_family,46226,-86.10222,39.843263,Indianapolis,IN,7492.0,29.0
"['central_air', 'single_story', 'garage_1_or_more', 'modern_kitchen', 'large_kitchen', 'beautiful_backyard', 'new_roof']",145000.0,1.0,1.0,1.0,3.0,single_family,46226,-86.040133,39.842862,Lawrence,IN,7841.0,66.0
"['central_air', 'city_view', 'community_security_features', 'dining_room', 'family_room', 'fireplace', 'forced_air', 'hardwood_floors', 'view', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'granite_kitchen', 'updated_kitchen', 'fenced_yard', 'open_floor_plan', 'floor_plan']",236000.0,2.0,2.0,2.0,3.0,single_family,46228,-86.223994,39.832449,Indianapolis,IN,7841.0,37.0
"['central_air', 'city_view', 'dining_room', 'fireplace', 'forced_air', 'view', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'fenced_yard', 'vaulted_ceiling', 'hoa']",265000.0,3.0,2.0,2.0,4.0,single_family,46228,-86.222978,39.834371,Indianapolis,IN,14375.0,36.0
"['central_air', 'forced_air', 'single_story', 'garage_1_or_more', 'investment_opportunity']",158000.0,1.0,1.0,1.0,3.0,single_family,46227,-86.106428,39.653836,Indianapolis,IN,8712.0,44.0
"['central_air', 'city_view', 'community_clubhouse', 'community_park', 'community_spa_or_hot_tub', 'community_tennis_court', 'corner_lot', 'cul_de_sac', 'den_or_office', 'dining_room', 'fireplace', 'forced_air', 'recreation_facilities', 'tennis_court', 'view', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'community_swimming_pool', 'floor_plan']",240000.0,2.0,2.0,1.0,2.0,condos,46217,-86.205306,39.657737,Indianapolis,IN,1590.0,18.0
"['central_air', 'fireplace', 'forced_air', 'hardwood_floors', 'laundry_room', 'basement', 'single_story', 'garage_1_or_more', 'fenced_yard', 'wooded_land', 'rental_property', 'trails']",322000.0,1.0,1.0,1.0,2.0,single_family,46220,-86.13853,39.863624,Indianapolis,IN,3485.0,85.0
"['central_air', 'corner_lot', 'fireplace', 'single_story', 'garage_1_or_more', 'garage_2_or_more']",235000.0,2.0,2.0,1.0,3.0,single_family,46221,-86.26074,39.656578,Indianapolis,IN,7841.0,20.0
"['central_air', 'city_view', 'forced_air', 'view', 'two_or_more_stories', 'garage_1_or_more', 'granite_kitchen', 'fenced_yard', 'ensuite']",300000.0,3.0,1.0,2.0,2.0,single_family,46201,-86.134367,39.770266,Indianapolis,IN,2178.0,5.0
"['central_air', 'city_view', 'dining_room', 'family_room', 'forced_air', 'hardwood_floors', 'view', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'big_yard', 'fenced_yard', 'community_center', 'park', 'trails', 'shopping']",330000.0,2.0,1.0,2.0,4.0,single_family,46220,-86.125143,39.873411,Indianapolis,IN,9583.0,73.0
"['hardwood_floors', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'investment_opportunity']",140000.0,2.0,2.0,1.0,4.0,single_family,46219,-86.010917,39.787725,Indianapolis,IN,14810.0,65.0
"['central_air', 'city_view', 'dining_room', 'family_room', 'fireplace', 'forced_air', 'lake_view', 'view', 'water_view', 'basement', 'garage_1_or_more', 'waterfront', 'two_or_more_stories', 'pond', 'views', 'shopping']",210000.0,4.0,1.0,0.0,3.0,townhomes,46250,-86.063685,39.927518,Indianapolis,IN,871.0,40.0
"['city_view', 'community_spa_or_hot_tub', 'community_tennis_court', 'fireplace', 'recreation_facilities', 'tennis_court', 'view', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'community_swimming_pool', 'efficient', 'tennis']",163000.0,2.0,2.0,2.0,2.0,condos,46254,-86.273211,39.85156,Indianapolis,IN,3049.0,36.0
"['central_air', 'community_security_features', 'den_or_office', 'dining_room', 'fireplace', 'forced_air', 'horse_facilities', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'outbuilding', 'big_lot', 'farm', 'ranch']",655000.0,2.0,2.0,1.0,3.0,single_family,46259,-86.011359,39.651046,Indianapolis,IN,304920.0,38.0
